20210101,7.766455870314502E10,5.0108901272E10,68550
20210102,4.802149795398337E9,4.2350671889E9,56443
20210103,4.907262292144766E9,4.264728143124444E9,67439
20210104,1.2938179998991495E10,9.908252008E9,87146
20210105,8.685078346612288E9,7.459028631564576E9,88343
20210106,8.310120858927337E9,5.889946380353807E9,85365
20210107,1.0132291518557846E10,8.143002034930643E9,91358
20210108,1.2319635308220709E10,1.0572206951E10,88070
20210109,5.139648320726521E9,4.561550561E9,66934
20210110,4.675445280008617E9,4.144659108E9,61310
20210111,8.378002214410684E9,5.7321936414E9,83379
20210112,7.883895910555693E9,6.640269567E9,79759
20210113,8.939154356369452E9,7.023797244E9,83764
20210114,8.18132457130694E9,6.735873680868316E9,80876
20210115,1.3497300165740517E10,7.2387867407E9,90952
20210116,4.828886164773673E9,4.108288164E9,65036
20210117,5.026197892023621E9,4.497559081E9,61213
20210118,9.235664058795645E9,6.401431337411102E9,82613
20210119,9.938893305087788E9,8.3595913524E9,82707
20210120,1.112853258286907E10,9.158309288E9,83566
20210121,9.857275557155773E9,7.313719961E9,89826
20210122,1.4518856973662418E10,1.1907108812E10,86121
20210123,6.2696566660561285E9,5.946248282451271E9,62451
20210124,6.967306073795237E9,6.436888344E9,68073
20210125,1.8191412274362717E10,1.5791372181578056E10,95561
20210126,1.290126064409665E10,1.1201468864E10,86050
20210127,7.394965630687534E9,5.894607994303231E9,77256
20210128,1.725233439881352E10,1.5077746739E10,94011
20210129,8.523358887075002E9,6.149082264155E9,80876
20210130,5.550762134914707E9,4.190507908E9,68069
20210131,4.8709699687065E9,4.326670234365768E9,65594
20210201,9.436312746517598E10,5.862070029852E10,92118
20210202,1.3029799162338276E10,3.303846801175001E9,87845
20210203,1.0431414068776083E10,7.847278926440001E9,82356
20210204,9.593471191239418E9,8.295583427667083E9,82804
20210205,1.1901783628352646E10,1.0549206652E10,81245
20210206,6.286245349204361E9,5.744675586E9,65034
20210207,6.726170935573317E9,4.975588579E9,71804
20210208,7.694893983774567E9,5.867701537E9,73445
20210209,7.99987128384191E9,6.700219698165999E9,66794
20210210,5.931981801646134E9,5.254456704E9,65640
20210211,7.311897995025317E9,6.857513818E9,56665
20210212,5.09081998236814E9,-9.811194297E9,76925
20210213,6.021895261493475E9,4.514631714E9,54804
20210214,6.841129357677455E9,6.414996303E9,55175
20210215,5.938944868234879E9,5.529604563E9,58327
20210216,5.419575669119634E9,5.023380071E9,64152
20210217,4.588609454503192E9,4.237040389E9,55076
20210218,6.163393527193198E9,5.3226002702E9,66206
20210219,7.218379083898895E9,4.997431779379542E9,72757
20210220,7.180851570825965E9,5.373121064E9,71360
20210221,6.172818845478132E9,5.212004753E9,73288
20210222,9.765578605284672E9,7.417407994E9,89267
20210223,6.650742814710245E9,4.508501225333108E9,81728
20210224,8.434971555360229E9,6.356649858E9,77943
20210225,9.811375153801315E9,8.508953489778336E9,79464
20210226,7.13658964376675E9,4.900695263E9,79092
20210227,7.420950497577876E9,5.197443733E9,64730
20210228,5.014239786146927E9,4.568198108E9,65054
20210301,9.117648639081516E10,5.647996634468278E10,90825
20210302,1.2459654238543434E10,9.677345093830666E9,91374
20210303,1.0184031441545837E10,7.171261856E9,82630
20210304,8.385670218123326E9,6.337516358913054E9,81782
20210305,1.1878688826665956E10,5.242874170817976E9,83102
20210306,5.528533996234928E9,4.97273289257972E9,67881
20210307,4.801808433591722E9,4.355766205884439E9,62194
20210308,8.922986529943823E9,7.64664061802084E9,86428
20210309,1.144180975587817E10,9.151118299820229E9,83604
20210310,9.162175566185377E9,4.7949488321E9,82379
20210311,7.368345313173973E10,4.546846907148616E10,80251
20210312,1.0893730950615139E10,7.556416431208948E9,90698
20210313,6.406588058904486E9,4.822431676E9,69463
20210314,5.547713904554555E9,4.629082863026614E9,74877
20210315,8.607630659661438E9,6.91979963904E9,87040
20210316,7.902531014858782E9,6.3471665699E9,83590
20210317,8.122379962054006E9,6.404913542E9,83210
20210318,9.477903580611427E9,7.307597815024721E9,85645
20210319,1.0042705837586754E10,7.222880083E9,88640
20210320,6.443627959402172E9,5.345876896E9,70630
20210321,5.17903252643103E9,4.769198767E9,60443
20210322,7.639848307231021E9,6.566921115465843E9,79837
20210323,1.1100983814900442E10,6.556475735695001E9,81281
20210324,9.722303095634233E9,7.19804888576E9,100287
20210325,8.938819834024721E9,7.251113647577763E9,98481
20210326,1.364170213276782E10,9.438507547E9,97028
20210327,9.743367444272915E9,6.228798173E9,76847
20210329,1.0323325680710419E10,8.747150890529686E9,92091
20210330,1.2206405327399315E10,8.839449386E9,93651
20210331,1.4043355179720356E10,1.1624278144483374E10,97072
20210401,9.870716004054887E10,6.127897858711098E10,99383
20210402,1.1015425076563768E10,8.656450818E9,85361
20210403,6.851698092457775E9,6.301429571E9,70908
20210404,5.35768156875831E9,4.938780216E9,63601
20210405,5.029127214765535E9,4.636829069E9,63706
20210406,8.203294467345289E9,6.61240301668E9,88979
20210407,7.5420703566712885E9,5.315087828091096E9,87693
20210408,9.179254849592594E9,7.179922752E9,94172
20210409,8.660274195826313E9,7.125609982128333E9,97809
20210410,5.611653991858562E9,4.781931407E9,71120
20210411,5.141629397038819E9,4.680589681E9,64897
20210412,7.758885887043359E9,5.985107964952307E9,86689
20210413,1.012296256958733E10,8.154450249E9,90665
20210414,8.7430106627618E9,6.907010633239459E9,89604
20210415,8.764595509887047E9,6.607812024523869E9,98558
20210416,2.099476361107707E10,1.848041831011394E10,90725
20210417,6.894829446223367E9,5.995300982E9,75582
20210418,5.832793346877752E9,5.008743485E9,68652
20210419,8.2136284940902815E9,7.248895529E9,91598
20210420,8.237504400988211E9,4.5610810576E9,86778
20210421,1.004314828301289E10,7.6283833573095875E9,86442
